Entity ID,Acquisition Date,Publication Date,Resolution,Date Updated,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Latitude,Longitude,Display ID,
,,,,,,,,,,,,,-8,-77,,
,,,,,,,,,,,,,-8,-78,,
,,,,,,,,,,,,,-8,-79,,
,,,,,,,,,,,,,-9,-70,,
,,,,,,,,,,,,,-9,-71,,
,,,,,,,,,,,,,-9,-72,,
,,,,,,,,,,,,,-9,-73,,
,,,,,,,,,,,,,-9,-74,,
,,,,,,,,,,,,,-9,-75,,
,,,,,,,,,,,,,-9,-76,,
,,,,,,,,,,,,,-9,-77,,
,,,,,,,,,,,,,-9,-78,,
,,,,,,,,,,,,,-10,-69,,
,,,,,,,,,,,,,-10,-70,,
,,,,,,,,,,,,,-10,-71,,
,,,,,,,,,,,,,-10,-72,,
,,,,,,,,,,,,,-10,-73,,
,,,,,,,,,,,,,-10,-74,,
,,,,,,,,,,,,,-10,-75,,
,,,,,,,,,,,,,-10,-76,,
,,,,,,,,,,,,,-10,-77,,
,,,,,,,,,,,,,-10,-78,,
,,,,,,,,,,,,,-11,-69,,
,,,,,,,,,,,,,-11,-70,,
,,,,,,,,,,,,,-11,-71,,
,,,,,,,,,,,,,-11,-72,,
,,,,,,,,,,,,,-11,-73,,
,,,,,,,,,,,,,-11,-74,,
,,,,,,,,,,,,,-11,-75,,
,,,,,,,,,,,,,-11,-76,,
,,,,,,,,,,,,,-11,-77,,
,,,,,,,,,,,,,-12,-68,,
,,,,,,,,,,,,,-12,-69,,
,,,,,,,,,,,,,-12,-70,,
,,,,,,,,,,,,,-12,-71,,
,,,,,,,,,,,,,-12,-72,,
,,,,,,,,,,,,,-12,-73,,
,,,,,,,,,,,,,-12,-74,,
,,,,,,,,,,,,,-12,-75,,
,,,,,,,,,,,,,-12,-76,,
,,,,,,,,,,,,,-12,-77,,
,,,,,,,,,,,,,-13,-68,,
,,,,,,,,,,,,,-13,-69,,
,,,,,,,,,,,,,-13,-70,,
,,,,,,,,,,,,,-13,-71,,
,,,,,,,,,,,,,-13,-72,,
,,,,,,,,,,,,,-13,-73,,
,,,,,,,,,,,,,-13,-74,,
,,,,,,,,,,,,,-13,-75,,
,,,,,,,,,,,,,-13,-76,,
,,,,,,,,,,,,,-14,-68,,
,,,,,,,,,,,,,-14,-69,,
,,,,,,,,,,,,,-14,-70,,
,,,,,,,,,,,,,-14,-71,,
,,,,,,,,,,,,,-14,-72,,
,,,,,,,,,,,,,-14,-73,,
,,,,,,,,,,,,,-14,-74,,
,,,,,,,,,,,,,-14,-75,,
,,,,,,,,,,,,,-14,-76,,
,,,,,,,,,,,,,-15,-68,,
,,,,,,,,,,,,,-15,-69,,
,,,,,,,,,,,,,-15,-70,,
,,,,,,,,,,,,,-15,-71,,
,,,,,,,,,,,,,-15,-72,,
,,,,,,,,,,,,,-15,-73,,
,,,,,,,,,,,,,-15,-74,,
,,,,,,,,,,,,,-15,-75,,
,,,,,,,,,,,,,-16,-68,,
,,,,,,,,,,,,,-16,-69,,
,,,,,,,,,,,,,-16,-70,,
,,,,,,,,,,,,,-16,-71,,
,,,,,,,,,,,,,-16,-72,,
,,,,,,,,,,,,,-16,-73,,
,,,,,,,,,,,,,-17,-69,,
,,,,,,,,,,,,,-17,-70,,
,,,,,,,,,,,,,-17,-71,,
,,,,,,,,,,,,,-17,-72,,
,,,,,,,,,,,,,-18,-69,,
,,,,,,,,,,,,,-18,-70,,
,,,,,,,,,,,,,-1,-73,,
,,,,,,,,,,,,,-1,-74,,
,,,,,,,,,,,,,-1,-75,,
,,,,,,,,,,,,,-2,-71,,
,,,,,,,,,,,,,-2,-72,,
,,,,,,,,,,,,,-2,-73,,
,,,,,,,,,,,,,-2,-74,,
,,,,,,,,,,,,,-2,-75,,
,,,,,,,,,,,,,-2,-76,,
,,,,,,,,,,,,,-3,-70,,
,,,,,,,,,,,,,-3,-71,,
,,,,,,,,,,,,,-3,-72,,
,,,,,,,,,,,,,-3,-73,,
,,,,,,,,,,,,,-3,-74,,
,,,,,,,,,,,,,-3,-75,,
,,,,,,,,,,,,,-3,-76,,
,,,,,,,,,,,,,-3,-77,,
,,,,,,,,,,,,,-4,-70,,
,,,,,,,,,,,,,-4,-71,,
,,,,,,,,,,,,,-4,-72,,
,,,,,,,,,,,,,-4,-73,,
,,,,,,,,,,,,,-4,-74,,
,,,,,,,,,,,,,-4,-75,,
,,,,,,,,,,,,,-4,-76,,
,,,,,,,,,,,,,-4,-77,,
,,,,,,,,,,,,,-4,-78,,
,,,,,,,,,,,,,-4,-80,,
,,,,,,,,,,,,,-5,-69,,
,,,,,,,,,,,,,-5,-70,,
,,,,,,,,,,,,,-5,-71,,
,,,,,,,,,,,,,-5,-72,,
,,,,,,,,,,,,,-5,-73,,
,,,,,,,,,,,,,-5,-74,,
,,,,,,,,,,,,,-5,-75,,
,,,,,,,,,,,,,-5,-76,,
,,,,,,,,,,,,,-5,-77,,
,,,,,,,,,,,,,-5,-78,,
,,,,,,,,,,,,,-5,-79,,
,,,,,,,,,,,,,-5,-80,,
,,,,,,,,,,,,,-5,-81,,
,,,,,,,,,,,,,-6,-71,,
,,,,,,,,,,,,,-6,-72,,
,,,,,,,,,,,,,-6,-73,,
,,,,,,,,,,,,,-6,-74,,
,,,,,,,,,,,,,-6,-75,,
,,,,,,,,,,,,,-6,-76,,
,,,,,,,,,,,,,-6,-77,,
,,,,,,,,,,,,,-6,-78,,
,,,,,,,,,,,,,-6,-79,,
,,,,,,,,,,,,,-6,-80,,
,,,,,,,,,,,,,-6,-81,,
,,,,,,,,,,,,,-7,-73,,
,,,,,,,,,,,,,-7,-74,,
,,,,,,,,,,,,,-7,-75,,
,,,,,,,,,,,,,-7,-76,,
,,,,,,,,,,,,,-7,-77,,
,,,,,,,,,,,,,-7,-78,,
,,,,,,,,,,,,,-7,-79,,
,,,,,,,,,,,,,-7,-80,,
,,,,,,,,,,,,,-7,-81,,
,,,,,,,,,,,,,-8,-73,,
,,,,,,,,,,,,,-8,-74,,
,,,,,,,,,,,,,-8,-75,,
,,,,,,,,,,,,,-8,-76,,
,,,,,,,,,,,,,-8,-77,,
,,,,,,,,,,,,,-8,-78,,
,,,,,,,,,,,,,-8,-79,,
,,,,,,,,,,,,,-9,-72,,
,,,,,,,,,,,,,-9,-73,,
,,,,,,,,,,,,,-9,-74,,
,,,,,,,,,,,,,-9,-75,,
,,,,,,,,,,,,,-9,-76,,
,,,,,,,,,,,,,-9,-77,,
,,,,,,,,,,,,,-9,-78,,
,,,,,,,,,,,,,-9,-79,,
,,,,,,,,,,,,,-10,-70,,
,,,,,,,,,,,,,-10,-71,,
,,,,,,,,,,,,,-10,-72,,
,,,,,,,,,,,,,-10,-73,,
,,,,,,,,,,,,,-10,-74,,
,,,,,,,,,,,,,-10,-75,,
,,,,,,,,,,,,,-10,-76,,
,,,,,,,,,,,,,-10,-77,,
,,,,,,,,,,,,,-10,-78,,
,,,,,,,,,,,,,-11,-69,,
,,,,,,,,,,,,,-11,-70,,
,,,,,,,,,,,,,-11,-71,,
,,,,,,,,,,,,,-11,-72,,
,,,,,,,,,,,,,-11,-73,,
,,,,,,,,,,,,,-11,-74,,
,,,,,,,,,,,,,-11,-75,,
,,,,,,,,,,,,,-11,-76,,
,,,,,,,,,,,,,-11,-77,,
,,,,,,,,,,,,,-11,-78,,
,,,,,,,,,,,,,-12,-69,,
,,,,,,,,,,,,,-12,-70,,
,,,,,,,,,,,,,-12,-71,,
,,,,,,,,,,,,,-12,-72,,
,,,,,,,,,,,,,-12,-73,,
,,,,,,,,,,,,,-12,-74,,
,,,,,,,,,,,,,-12,-75,,
,,,,,,,,,,,,,-12,-76,,
,,,,,,,,,,,,,-12,-77,,
,,,,,,,,,,,,,-13,-68,,
,,,,,,,,,,,,,-13,-69,,
,,,,,,,,,,,,,-13,-70,,
,,,,,,,,,,,,,-13,-71,,
,,,,,,,,,,,,,-13,-72,,
,,,,,,,,,,,,,-13,-73,,
,,,,,,,,,,,,,-13,-74,,
,,,,,,,,,,,,,-13,-75,,
,,,,,,,,,,,,,-13,-76,,
,,,,,,,,,,,,,-13,-77,,
,,,,,,,,,,,,,-14,-68,,
,,,,,,,,,,,,,-14,-69,,
,,,,,,,,,,,,,-14,-70,,
,,,,,,,,,,,,,-14,-71,,
,,,,,,,,,,,,,-14,-72,,
,,,,,,,,,,,,,-14,-73,,
,,,,,,,,,,,,,-14,-74,,
,,,,,,,,,,,,,-14,-75,,
,,,,,,,,,,,,,-14,-76,,
,,,,,,,,,,,,,-15,-68,,
,,,,,,,,,,,,,-15,-69,,
,,,,,,,,,,,,,-15,-70,,
,,,,,,,,,,,,,-15,-71,,
,,,,,,,,,,,,,-15,-72,,
,,,,,,,,,,,,,-15,-73,,
,,,,,,,,,,,,,-15,-74,,
,,,,,,,,,,,,,-15,-75,,
,,,,,,,,,,,,,-15,-76,,
,,,,,,,,,,,,,-16,-68,,
,,,,,,,,,,,,,-16,-69,,
,,,,,,,,,,,,,-16,-70,,
,,,,,,,,,,,,,-16,-71,,
,,,,,,,,,,,,,-16,-72,,
,,,,,,,,,,,,,-16,-73,,
,,,,,,,,,,,,,-16,-74,,
,,,,,,,,,,,,,-16,-75,,
,,,,,,,,,,,,,-17,-68,,
,,,,,,,,,,,,,-17,-69,,
,,,,,,,,,,,,,-17,-70,,
,,,,,,,,,,,,,-17,-71,,
,,,,,,,,,,,,,-17,-72,,
,,,,,,,,,,,,,-17,-73,,
,,,,,,,,,,,,,-18,-69,,
,,,,,,,,,,,,,-18,-70,,
,,,,,,,,,,,,,-18,-71,,
,,,,,,,,,,,,,-18,-72,,
,,,,,,,,,,,,,-19,-69,,
,,,,,,,,,,,,,-19,-70,,
,,,,,,,,,,,,,-1,-74,,
,,,,,,,,,,,,,-1,-75,,
,,,,,,,,,,,,,-1,-76,,
,,,,,,,,,,,,,-2,-72,,
,,,,,,,,,,,,,-2,-73,,
,,,,,,,,,,,,,-2,-74,,
,,,,,,,,,,,,,-2,-75,,
,,,,,,,,,,,,,-2,-76,,
,,,,,,,,,,,,,-2,-77,,
,,,,,,,,,,,,,-3,-71,,
,,,,,,,,,,,,,-3,-72,,
,,,,,,,,,,,,,-3,-73,,
,,,,,,,,,,,,,-3,-74,,
,,,,,,,,,,,,,-3,-75,,
,,,,,,,,,,,,,-3,-76,,
,,,,,,,,,,,,,-3,-77,,
,,,,,,,,,,,,,-3,-78,,
,,,,,,,,,,,,,-4,-71,,
,,,,,,,,,,,,,-4,-72,,
,,,,,,,,,,,,,-4,-73,,
,,,,,,,,,,,,,-4,-74,,
,,,,,,,,,,,,,-4,-75,,
,,,,,,,,,,,,,-4,-76,,
,,,,,,,,,,,,,-4,-77,,
,,,,,,,,,,,,,-4,-78,,
,,,,,,,,,,,,,-4,-79,,
,,,,,,,,,,,,,-4,-81,,
,,,,,,,,,,,,,-5,-70,,
,,,,,,,,,,,,,-5,-71,,
,,,,,,,,,,,,,-5,-72,,
,,,,,,,,,,,,,-5,-73,,
,,,,,,,,,,,,,-5,-74,,
,,,,,,,,,,,,,-5,-75,,
,,,,,,,,,,,,,-5,-76,,
,,,,,,,,,,,,,-5,-77,,
,,,,,,,,,,,,,-5,-78,,
,,,,,,,,,,,,,-5,-79,,
,,,,,,,,,,,,,-5,-80,,
,,,,,,,,,,,,,-5,-81,,
,,,,,,,,,,,,,-5,-82,,
,,,,,,,,,,,,,-6,-72,,
,,,,,,,,,,,,,-6,-73,,
,,,,,,,,,,,,,-6,-74,,
,,,,,,,,,,,,,-6,-75,,
,,,,,,,,,,,,,-6,-76,,
,,,,,,,,,,,,,-6,-77,,
,,,,,,,,,,,,,-6,-78,,
,,,,,,,,,,,,,-6,-79,,
,,,,,,,,,,,,,-6,-80,,
,,,,,,,,,,,,,-6,-81,,
,,,,,,,,,,,,,-6,-82,,
,,,,,,,,,,,,,-7,-74,,
,,,,,,,,,,,,,-7,-75,,
,,,,,,,,,,,,,-7,-76,,
,,,,,,,,,,,,,-7,-77,,
,,,,,,,,,,,,,-7,-78,,
,,,,,,,,,,,,,-7,-79,,
,,,,,,,,,,,,,-7,-80,,
,,,,,,,,,,,,,-7,-81,,
,,,,,,,,,,,,,-7,-82,,
,,,,,,,,,,,,,-8,-74,,
,,,,,,,,,,,,,-8,-75,,
,,,,,,,,,,,,,-8,-76,,
,,,,,,,,,,,,,-8,-77,,
,,,,,,,,,,,,,-8,-78,,
,,,,,,,,,,,,,-8,-79,,
,,,,,,,,,,,,,-8,-80,,
,,,,,,,,,,,,,-9,-73,,
,,,,,,,,,,,,,-9,-74,,
,,,,,,,,,,,,,-9,-75,,
,,,,,,,,,,,,,-9,-76,,
,,,,,,,,,,,,,-9,-77,,
,,,,,,,,,,,,,-9,-78,,
,,,,,,,,,,,,,-9,-79,,
,,,,,,,,,,,,,-9,-80,,
,,,,,,,,,,,,,-10,-71,,
,,,,,,,,,,,,,-10,-72,,
,,,,,,,,,,,,,-10,-73,,
,,,,,,,,,,,,,-10,-74,,
,,,,,,,,,,,,,-10,-75,,
,,,,,,,,,,,,,-10,-76,,
,,,,,,,,,,,,,-10,-77,,
,,,,,,,,,,,,,-10,-78,,
,,,,,,,,,,,,,-10,-79,,
,,,,,,,,,,,,,-11,-70,,
,,,,,,,,,,,,,-11,-71,,
,,,,,,,,,,,,,-11,-72,,
,,,,,,,,,,,,,-11,-73,,
,,,,,,,,,,,,,-11,-74,,
,,,,,,,,,,,,,-11,-75,,
,,,,,,,,,,,,,-11,-76,,
,,,,,,,,,,,,,-11,-77,,
,,,,,,,,,,,,,-11,-78,,
,,,,,,,,,,,,,-11,-79,,
,,,,,,,,,,,,,-12,-70,,
,,,,,,,,,,,,,-12,-71,,
,,,,,,,,,,,,,-12,-72,,
,,,,,,,,,,,,,-12,-73,,
,,,,,,,,,,,,,-12,-74,,
,,,,,,,,,,,,,-12,-75,,
,,,,,,,,,,,,,-12,-76,,
,,,,,,,,,,,,,-12,-77,,
,,,,,,,,,,,,,-12,-78,,
,,,,,,,,,,,,,-13,-69,,
,,,,,,,,,,,,,-13,-70,,
,,,,,,,,,,,,,-13,-71,,
,,,,,,,,,,,,,-13,-72,,
,,,,,,,,,,,,,-13,-73,,
,,,,,,,,,,,,,-13,-74,,
,,,,,,,,,,,,,-13,-75,,
,,,,,,,,,,,,,-13,-76,,
,,,,,,,,,,,,,-13,-77,,
,,,,,,,,,,,,,-13,-78,,
,,,,,,,,,,,,,-14,-69,,
,,,,,,,,,,,,,-14,-70,,
,,,,,,,,,,,,,-14,-71,,
,,,,,,,,,,,,,-14,-72,,
,,,,,,,,,,,,,-14,-73,,
,,,,,,,,,,,,,-14,-74,,
,,,,,,,,,,,,,-14,-75,,
,,,,,,,,,,,,,-14,-76,,
,,,,,,,,,,,,,-14,-77,,
,,,,,,,,,,,,,-15,-69,,
,,,,,,,,,,,,,-15,-70,,
,,,,,,,,,,,,,-15,-71,,
,,,,,,,,,,,,,-15,-72,,
,,,,,,,,,,,,,-15,-73,,
,,,,,,,,,,,,,-15,-74,,
,,,,,,,,,,,,,-15,-75,,
,,,,,,,,,,,,,-15,-76,,
,,,,,,,,,,,,,-15,-77,,
,,,,,,,,,,,,,-16,-69,,
,,,,,,,,,,,,,-16,-70,,
,,,,,,,,,,,,,-16,-71,,
,,,,,,,,,,,,,-16,-72,,
,,,,,,,,,,,,,-16,-73,,
,,,,,,,,,,,,,-16,-74,,
,,,,,,,,,,,,,-16,-75,,
,,,,,,,,,,,,,-16,-76,,
,,,,,,,,,,,,,-17,-69,,
,,,,,,,,,,,,,-17,-70,,
,,,,,,,,,,,,,-17,-71,,
,,,,,,,,,,,,,-17,-72,,
,,,,,,,,,,,,,-17,-73,,
,,,,,,,,,,,,,-17,-74,,
,,,,,,,,,,,,,-18,-70,,
,,,,,,,,,,,,,-18,-71,,
,,,,,,,,,,,,,-18,-72,,
,,,,,,,,,,,,,-18,-73,,
,,,,,,,,,,,,,-19,-70,,
,,,,,,,,,,,,,-19,-71,,
